fuzzyKey	title	scrapedDate	scrapedType	scrapedSubType	image
7f2aa0241820ef8fa285158d9c1fe927	Press Release - 2021.06.23 - Covid 19 infection deaths	2021-06-23	Press Release	Covid 19 infection deaths	https://www.dgi.gov.lk/images/2021.06.24/Press_Release_-_604_English-page-001.jpg
1b468ae768c66f47fdfb0f8cffd9f44d	මාධ්‍ය නිවේදනය - 2021.06.23	2021-06-23	මාධ්‍ය නිවේදනය	මාධ්‍ය නිවේදනය	https://www.dgi.gov.lk/images/2021.06.24/Release_No_-_603_English-page-001.jpg
8025a99be054936e74c2bf95d1a47aff	Press Release - 2021.06.23 - Newly isolated areas & isolated lifting areas	2021-06-23	Press Release	Newly isolated areas & isolated lifting areas	https://www.dgi.gov.lk/images/2021.06.24/Rlease_No_-_602_English-page-001.jpg
0d1d4b197f034dc18fa7a94d24570179	Press Release - 2021.06.22 - Covid 19 infection report	2021-06-22	Press Release	Covid 19 infection report	https://www.dgi.gov.lk/images/2021.06.23/Release_No_-_601_Englsih-page-001.jpg
9764010c5a8194f9f164aa0a73fb7e97	Press Release - 2021.06.22- Covid 19 infection deaths	2021-06-22	Press Release	Covid 19 infection deaths	https://www.dgi.gov.lk/images/2021.06.23/Press_Release_-_600_English-page-001.jpg
124d288b24d5e542e52dd8aead3b05f1	Press Release - 2021.06.22	2021-06-22	Press Release	Press Release	https://www.dgi.gov.lk/images/2021.06.23/Release_No_-_599_English-page-001.jpg
51dcd1d358f5e22535b8cbd81c79b7d9	Press Release - 2021.06.22 - Press release on Relaxations of restrictions with effect of 21st of June	2021-06-22	Press Release	Press release on Relaxations of restrictions with effect of 21st of June	https://www.dgi.gov.lk/images/2021.06.23/Press_release_on_relaxation_of_restrictions_with_effect_of_21st_of_June_English_version-page-001.jpg
be09a52ad432bd9facc91bd00d7d0060	Press Release - 2021.06.22- Newly isolated areas and isolated lifting areas	2021-06-22	Press Release	Newly isolated areas and isolated lifting areas	https://www.dgi.gov.lk/images/2021.06.23/Press_Release_-_598_English-page-001.jpg
05ae23f818e1656262eab97a0960b53e	Press Release - 2021.06.21 - Covid 19 infection report	2021-06-21	Press Release	Covid 19 infection report	https://www.dgi.gov.lk/images/2021.06.22/Release_No_-_597_English-page-001.jpg
fa79530585a09ae6568e844e6ee38767	Press Release - 2021.06.21	2021-06-21	Press Release	Press Release	https://www.dgi.gov.lk/images/2021.06.22/Release_No_-_596_English-page-001.jpg
65d7d2df6573171904f72e50a6016e6e	Press Release - 2021.06.21 - Covid 19 infection deaths	2021-06-21	Press Release	Covid 19 infection deaths	https://www.dgi.gov.lk/images/2021.06.22/Press_Release_-_595_English0-page-001.jpg
6642245a7e04b56222edbe61e266b674	Press Release - 2021.06.20 - Covid 19 infection report	2021-06-20	Press Release	Covid 19 infection report	https://www.dgi.gov.lk/images/2021.06.21/Release_No_-_594_English-page-001.jpg
bea82d97ffd9d41d39bb785de439c749	Press Release - 2021.06.20 - Newly Isolated areas and isolated lifting areas from june 21( tomorrow)	2021-06-20	Press Release	Newly Isolated areas and isolated lifting areas from june 21( tomorrow)	https://www.dgi.gov.lk/images/2021.06.21/Release_No_-_593_English-page-001.jpg
85b689e54b3b89f7c53063d9bc0f31d2	Press Release - 2021.06.20	2021-06-20	Press Release	Press Release	https://www.dgi.gov.lk/images/2021.06.21/Release_No_-_591_English-page-001.jpg
906c3017da6a0cafdba46c642cbebbb3	Press Release - 2021.06.20 - Covid 19 infection deaths	2021-06-20	Press Release	Covid 19 infection deaths	https://www.dgi.gov.lk/images/2021.06.21/Press_Release_-_592_English-page-001.jpg
f0f567ef04e3828d0c245199d1959e2f	Press Release - 2021.06.19 -Covid 19 infection report	2021-06-19	Press Release	Covid 19 infection report	https://www.dgi.gov.lk/images/2021.06.20/Release_No_-_590_English-page-001.jpg
9bd76ecdc98d0f7b455960d4d8ea46ee	Press Release - 2021.06.19 - Covid 19 infection deaths	2021-06-19	Press Release	Covid 19 infection deaths	https://www.dgi.gov.lk/images/2021.06.20/Press_Release_-_589_English-page-001.jpg
df82d4bfda012cfec2f716254234ca37	Press Release - 2021.06.19	2021-06-19	Press Release	Press Release	https://www.dgi.gov.lk/images/2021.06.20/Release_No_-_588_English-page-001.jpg
d5da6265f80520fcc287278c637aca5e	Press Release - 2021.06.18 - Covid 19 Infection report	2021-06-18	Press Release	Covid 19 Infection report	https://www.dgi.gov.lk/images/2021.06.20/Press_Release_-_587_English-page-001.jpg
5106fa8c95b46938579af2442d43f487	Press Release - 2021.06.18 - Covid 19 infection deaths	2021-06-18	Press Release	Covid 19 infection deaths	https://www.dgi.gov.lk/images/2021.06.20/Press_Release_-_586_English-page-001.jpg
7a2570bfe75e766345223c646c746326	Press Release - 2021.06.18	2021-06-18	Press Release	Press Release	https://www.dgi.gov.lk/images/2021.06.20/Press_Release_585_English-page-001.jpg
c2c8e91beaee8b8608cc74c3ff21eac3	Press Release - 2021.06.18 - Travel Restrictions to Lifted on Monday Morning,Re- activated between 23-25	2021-06-18	Press Release	Press Release	https://www.dgi.gov.lk/images/2021.06.20/English-page-001.jpg
6c0214f382826271e36b618d86a92b78	Press Release - 2021.06.17- Covid 19 infection deaths	2021-06-17	Press Release	Covid 19 infection deaths	https://www.dgi.gov.lk/images/2021.06.18/Press_Release_-_583_English-page-001.jpg
b034921421ff274c3131b1444f66c435	Press Release - 2021.06.17 - Covid 19 infection report	2021-06-17	Press Release	Covid 19 infection report	https://www.dgi.gov.lk/images/2021.06.18/Press_Release_-_582_English-page-001.jpg
5eebb4dbeabdc911adbfa0fc93dbfb2d	Press Release - 2021.06.17	2021-06-17	Press Release	Press Release	https://www.dgi.gov.lk/images/2021.06.18/Press_Release_-_581_English-page-001.jpg
260e46925034b39306f1079baa27bff7	Press Release - 2021.06.16 - Covid 19 infection deaths	2021-06-16	Press Release	Covid 19 infection deaths	https://www.dgi.gov.lk/images/2021.06.17/Press_Release_-_580_English-page-001.jpg
fb7f6afea704f42f352844be99caeb82	Press Release - 2021.06.16 - Covid 19 infection report	2021-06-16	Press Release	Covid 19 infection report	https://www.dgi.gov.lk/images/2021.06.17/Press_Release_-_579_English-page-001.jpg
00203fbac3f18197207f12d269d13608	Press Release - 2021.06.16	2021-06-16	Press Release	Press Release	https://www.dgi.gov.lk/images/2021.06.17/Press_Release_-_578_English-page-001.jpg
a1a045652320a64f06cc41fd241664ad	Press Release - 2021.06.15 - Covid 19 infection report	2021-06-15	Press Release	Covid 19 infection report	https://www.dgi.gov.lk/images/2021.06.16/Press_Release_-_577_English-page-001.jpg
776ded36f44e3758869529b1841450a8	Press Release - 2021.06.15 - Covid Death Figures for 14.06.2021	2021-06-15	Press Release	Covid Death Figures for 14.06.2021	https://www.dgi.gov.lk/images/2021.06.16/Press_Release_-_576_English-page-001.jpg
da8b987289626d476e8a4490bd42d3fe	Press Release - 2021.06.15	2021-06-15	Press Release	Press Release	https://www.dgi.gov.lk/images/2021.06.16/Press_Release_-_575_English-page-001.jpg
90c6ee5e2809220ccedc541529521407	Press Release - 2021.06.14 - Covid 19 infection deaths	2021-06-14	Press Release	Covid 19 infection deaths	https://www.dgi.gov.lk/images/2021.06.15/Press_Release_-_574_English-page-001.jpg
12402106c3d64ed81c8f56feda0d0656	Press Release - 2021.06.14- Covid 19 infection report	2021-06-14	Press Release	Covid 19 infection report	https://www.dgi.gov.lk/images/2021.06.15/Press_Release_573_English-page-001.jpg
526619e8d3046269b0d80c81d028f6c7	Press Release - 2021.06.14	2021-06-14	Press Release	Press Release	https://www.dgi.gov.lk/images/2021.06.15/Press_Release_-_572_English-page-001.jpg
034ac09202eedc67cf601a7eb9c542cd	Press Release - 2021.06.13 - Covid 19 infection report	2021-06-13	Press Release	Covid 19 infection report	https://www.dgi.gov.lk/images/2021.06.14/Press_Release_-_571_English-page-001.jpg
353524e744d8ede1efba3938597b215b	Press Release - 2021.06.13	2021-06-13	Press Release	Press Release	https://www.dgi.gov.lk/images/2021.06.14/Press_Release_-_570_English-page-001.jpg
1ceadae2b5a862da4abe154f21b789a3	Press Release - 2021.06.13 - Covid 19 infection deaths report ( yesterday)	2021-06-13	Press Release	Covid 19 infection deaths report ( yesterday)	https://www.dgi.gov.lk/images/2021.06.13/Press_Release_-_569_English-page-001.jpg
c59db5830bd8c4e913c49a26112be28c	Press Release - 2021.06.12 - Covid 19 infection report	2021-06-12	Press Release	Covid 19 infection report	https://www.dgi.gov.lk/images/2021.06.13/Press_Release_-_568_English-page-001.jpg
a6788b91f76b4398fcefb86e61b0491a	Press Release - 2021.06.12	2021-06-12	Press Release	Press Release	https://www.dgi.gov.lk/images/2021.06.13/Press_Release_-_567_English-page-001.jpg
e0317f91ddfa6107aba6d21e740355a1	Press Release - 2021.06.12 - Covid 19 infection deaths ( yesterday)	2021-06-12	Press Release	Covid 19 infection deaths ( yesterday)	https://www.dgi.gov.lk/images/2021.06.12/Press_Release_-_566_English_1-page-001.jpg
41446521f1fb25cbcad7a52322b6cba3	Press Release - 2021.06.11 - Travel restrictions effective until June 21	2021-06-11	Press Release	Travel restrictions effective until June 21	https://www.dgi.gov.lk/images/2021.06.12/Press_Release_-_564_English-page-001.jpg
5855953d142c251b806103888f4445fb	Press Release - 2021.06.11	2021-06-11	Press Release	Press Release	https://www.dgi.gov.lk/images/2021.06.12/Press_Release_-_563_English-page-001.jpg
b511cbd0fa6f16fbecdfaf476b47c991	Press Release - 2021.06.11 - Covid 19 infection deaths( yesterday)	2021-06-11	Press Release	Covid 19 infection deaths( yesterday)	https://www.dgi.gov.lk/images/2021.06.12/Press_Release_-_562_English-page-001.jpg
82d6a82e1eaa4f5cdb85a252c04c2c76	Press Release - 2021.06.11 - A nuber of Grama Niladhari Divisions and Areas in 07 Districts Released from isolation subject to the Existing Travel Restrictions	2021-06-11	Press Release	A nuber of Grama Niladhari Divisions and Areas in 07 Districts Released from isolation subject to the Existing Travel Restrictions	https://www.dgi.gov.lk/images/2021.06.11/PR_561-_English-page-001.jpg
86acb1c06453eb3c790851a1b2994cdb	Press Release - 2021.06.10 - Covid 19 infection report	2021-06-10	Press Release	Covid 19 infection report	https://www.dgi.gov.lk/images/2021.06.11/Press_Release_-_560_English-page-001.jpg
918b54e4e26747b67b94d1690557e3ee	Press Release - 2021.06.10	2021-06-10	Press Release	Press Release	https://www.dgi.gov.lk/images/2021.06.11/Press_Release_-_559_English_-page-001.jpg
678c324530c055d332bb99e26322b08c	Press Release - 2021.06.09 - Covid 19 infection deaths	2021-06-09	Press Release	Covid 19 infection deaths	https://www.dgi.gov.lk/images/2021.06.10/Press_Release_-_558_English-page-001.jpg
0ccd1d8e8b0cfe06fb01f3ae8b332caf	Press Release - 2021.06.09 - Covid 19 infection report	2021-06-09	Press Release	Covid 19 infection report	https://www.dgi.gov.lk/images/2021.06.10/Press_Release_-_557_English-page-001.jpg
c013306a2ffd8b902f131f6584426493	Press Release - 2021.06.09	2021-06-09	Press Release	Press Release	https://www.dgi.gov.lk/images/2021.06.10/Press_Release_-_556_English-page-001.jpg
dd95d3dd77df2bcbdc4a59487d280baa	Press Release - 2021.06.08 - Covid 19 infection deaths	2021-06-08	Press Release	Covid 19 infection deaths	https://www.dgi.gov.lk/images/2021.06.10/Press_Release_-_555_English-page-001.jpg
ac4a7e69d3292d672f8f6be3c24e482c	Press Release - 2021.06.08 - Covid 19 infection report	2021-06-08	Press Release	Covid 19 infection report	https://www.dgi.gov.lk/images/2021.06.10/Press_Release_554_English-page-001.jpg
c14a31266e47f55984eb0bcb03c2ad79	Press Release - 2021.06.08	2021-06-08	Press Release	Press Release	https://www.dgi.gov.lk/images/2021.06.10/Press_Release_-_553_English-page-001.jpg
c02cf1ed9689157f0a20becd462948ca	Press Release - 2021.06.07 - Covid 19 infection deaths	2021-06-07	Press Release	Covid 19 infection deaths	https://www.dgi.gov.lk/images/2021.06.08/Press_Release_-_552_English-page-001.jpg
d8c036d0e2fdd23427c8e051a621f848	Press Release - 2021.06.07 - Covid 19 infection report	2021-06-07	Press Release	Covid 19 infection report	https://www.dgi.gov.lk/images/2021.06.08/Press_Release_-_551_English_1-page-001.jpg
32344a48df9fa115deb0ab814ae6cbb1	Press Release - 2021.06.07	2021-06-07	Press Release	Press Release	https://www.dgi.gov.lk/images/2021.06.08/Press_Release_-_550_English-page-001.jpg
e97cadd354d42d5987d7348f1df50ad2	Press Release - 2021.06.07 - A number of Grama Niladhari Divisions and areas in 11 districts released from isolation subject to the existing travel restrictions	2021-06-07	Press Release	A number of Grama Niladhari Divisions and areas in 11 districts released from isolation subject to the existing travel restrictions	https://www.dgi.gov.lk/images/2021.06.08/Press_Release_-_549_English-page-001.jpg
25fa735d7355020e34644fd9184c8f84	Press Release - 2021.06.07 - Covid 19 infection deaths report yesterday	2021-06-07	Press Release	Covid 19 infection deaths report yesterday	https://www.dgi.gov.lk/images/2021.06.07/Press_Release_-_548_English-page-001.jpg
baf6bb0aa77df851ce825745202b09d9	Press Release - 2021.06.06 - Covid 19 infection report	2021-06-06	Press Release	Covid 19 infection report	https://www.dgi.gov.lk/images/2021.06.07/Press_Release_-_547_English-page-001.jpg
836860602167bb12eacbcac9cc880bf0	Press Release - 2021.06.06	2021-06-06	Press Release	Press Release	https://www.dgi.gov.lk/images/2021.06.07/Press_Release_-_546_English-page-001.jpg
822e1ff369088cc5d46fac6763d73add	Press Release - 2021.06.05 - Covid 19 infection deaths	2021-06-05	Press Release	Covid 19 infection deaths	https://www.dgi.gov.lk/images/2021.06.06/Press_Release_-_545_English-page-001.jpg
fc69adba7d4e179dd336b9fca04badc2	Press Release - 2021.06.05 - Covid 19 infection report	2021-06-05	Press Release	Covid 19 infection report	https://www.dgi.gov.lk/images/2021.06.06/Press_Release_-_544_English-page-001.jpg
65d4b44eeb8e46f6559c783e57576348	Press Release - 2021.06.05	2021-06-05	Press Release	Press Release	https://www.dgi.gov.lk/images/2021.06.06/Press_Release_-_543_English-page-001.jpg
f159f588d64db170239611c67fe5454b	Press Release - 2021.06.04 - Covid 19 infection deaths	2021-06-04	Press Release	Covid 19 infection deaths	https://www.dgi.gov.lk/images/2021.06.06/Press_Release_-_542_English-page-001.jpg
2440344bdbb05fa56b89db51f36d62c4	Press Release - 2021.06.04 - Covid 19 infection report	2021-06-04	Press Release	Covid 19 infection report	https://www.dgi.gov.lk/images/2021.06.06/Press_Release_-_541_English-page-001.jpg
c9230178f61c3a4f3649edce681675bf	Press Release - 2021.06.04	2021-06-04	Press Release	Press Release	https://www.dgi.gov.lk/images/2021.06.06/Press_Release_-_540_English-page-001.jpg
a05f8531bb5b3764300c5de48636a149	Press Release - 2021.06.03 - Covid 19 infection deaths	2021-06-03	Press Release	Covid 19 infection deaths	https://www.dgi.gov.lk/images/2021.06.03/Press_Release_-_539_English-page-001.jpg
a4f3af0f7af34680e3d7769dda1dd533	Press Release - 2021.06.03 - Covid 19 infection report	2021-06-03	Press Release	Covid 19 infection report	https://www.dgi.gov.lk/images/2021.06.03/Release_No_-_538_English-page-001.jpg
6717fba508bbca936502c37a5dc06c28	Press Release - 2021.06.03	2021-06-03	Press Release	Press Release	https://www.dgi.gov.lk/images/2021.06.03/Release_No_-_537_English-page-001.jpg
c04e36af353f775d91e98f4d7fc9528f	Press Release - 2021.06.02 - Covid 19 infection deaths	2021-06-02	Press Release	Covid 19 infection deaths	https://www.dgi.gov.lk/images/2021.06.02/Press_Release_-_536_English-page-001.jpg
927b1338ac933b8fc5b4def53f8e7f40	Press Release - 2021.06.02 - Covid 19 infection report	2021-06-02	Press Release	Covid 19 infection report	https://www.dgi.gov.lk/images/2021.06.02/Release_No_-_535_English-page-001.jpg
28294ffb01dcc06a9b58605f0f69a763	Press Release - 2021.06.02	2021-06-02	Press Release	Press Release	https://www.dgi.gov.lk/images/2021.06.02/Release_No_-_534_English-page-001.jpg
1d2e5cf889eb2fb2f110a54d87370c0a	Press Release - 2021.06.02 - Travel Restrictions Extented Till 14th June	2021-06-02	Press Release	Travel Restrictions Extented Till 14th June	https://www.dgi.gov.lk/images/2021.06.02/Release_No_-_433_English-page-001.jpg
c9cdc66d665af32c34c0aef8b9123fd9	Press Release - 2021.06.01 - Covid 19 infection deaths	2021-06-01	Press Release	Covid 19 infection deaths	https://www.dgi.gov.lk/images/2021.06.01/Press_Release_-_532_-_English-page-001.jpg
98cccce687cce5821f6ecaf600b62c05	Press Release - 2021.06.01 - Covid 19 infection report	2021-06-01	Press Release	Covid 19 infection report	https://www.dgi.gov.lk/images/2021.06.01/Release_No_-_531_English-page-001.jpg
01f92212c7d3602a91db062a66de0458	Press Release - 2021.06.01	2021-06-01	Press Release	Press Release	https://www.dgi.gov.lk/images/2021.06.01/Release_No_-_530_English-page-001.jpg
d282cad020d04b5c3e459f554d89f435	Press Release - 2021.05.31 - Covid 19 infection deaths	2021-05-31	Press Release	Covid 19 infection deaths	https://www.dgi.gov.lk/images/2021.05.31/Press_Release_-_529_English-page-001.jpg
c69c4ac0f723c03e5c37d9d726143427	Press Release - 2021.05.31 - Covid 19 infection report	2021-05-31	Press Release	Covid 19 infection report	https://www.dgi.gov.lk/images/2021.05.31/Release_No_-_528_English-page-001.jpg
9a80c5e5488a035b22078fcd5c3c42f6	Press Release - 2021.05.31	2021-05-31	Press Release	Press Release	https://www.dgi.gov.lk/images/2021.05.31/Release_No_-_527_English-page-001.jpg
dc00b6ea70557c513502fe14138f5dda	Press Release - 2021.05.30 - Covid 19 infection deaths	2021-05-30	Press Release	Covid 19 infection deaths	https://www.dgi.gov.lk/images/2021.05.30/Press_Release_-_526_English-page-001_-_Copy.jpg
e08072911aac6358a6a458e92ff32d28	Press Release - 2021.05.30 - Covid 19 infection report	2021-05-30	Press Release	Covid 19 infection report	https://www.dgi.gov.lk/images/2021.05.30/Press_Release_-_525_English-page-001.jpg
d20c330f8b2340fa18f331d1ddbf892a	Press Release - 2021.05.30	2021-05-30	Press Release	Press Release	https://www.dgi.gov.lk/images/2021.05.30/Press_Releasee_-_524_English-page-001.jpg
c9e6f2ba0829f9c0ab07caa6e8663615	Press Release - 2021.05.29 - Covid 19 infection deaths	2021-05-29	Press Release	Covid 19 infection deaths	https://www.dgi.gov.lk/images/2021.05.29/Press_Release_-_523_English-page-001.jpg
9ba26834def99bbd8adaec6c5104b6f8	Press Release - 2021.05.29 - Covid 19 infection report	2021-05-29	Press Release	Covid 19 infection report	https://www.dgi.gov.lk/images/2021.05.29/Press_Release_-_522_English-page-001.jpg
867d550fe3c95546d9a41804dc2edc3a	Press Release - 2021.05.29	2021-05-29	Press Release	Press Release	https://www.dgi.gov.lk/images/2021.05.29/Press_Release_-_521_English-page-001.jpg
5e03a7f77f0eb32a93e9cbec297479e3	Press Release - 2021.05.28 - Covid 19 Infection deaths	2021-05-28	Press Release	Covid 19 Infection deaths	https://www.dgi.gov.lk/images/2021.05.28/Press_Release_-_520_English-page-001.jpg
89600c95198839635853007efde15118	Press Release - 2021.05.28 - Covid 19 infection report	2021-05-28	Press Release	Covid 19 infection report	https://www.dgi.gov.lk/images/2021.05.28/Press_Release_-_519_English-page-001.jpg
718e46778efe07b40ef668d450f1bb54	Press Release - 2021.05.28	2021-05-28	Press Release	Press Release	https://www.dgi.gov.lk/images/2021.05.28/Press_Release_-_518_English-page-001.jpg
97b459700e8275eafe254b14a5731d7b	Press Release - 2021.05.28 - Travel Restriction effective until June 07	2021-05-28	Press Release	Travel Restriction effective until June 07	https://www.dgi.gov.lk/images/2021.05.28/Release_No_-_517_English-page-001.jpg
c68349e46e3e66e65bf0e15a9f4b600e	Press Release - 2021.05.27 - Covid 19 infection deaths	2021-05-27	Press Release	Covid 19 infection deaths	https://www.dgi.gov.lk/images/2021.05.27/Release_No_-_516_English-page-001.jpg
dfdcc09378c3b734b5f2cb6570de2d26	Press Release - 2021.05.27 - Covid 19 infection report	2021-05-27	Press Release	Covid 19 infection report	https://www.dgi.gov.lk/images/2021.05.27/Release_No_-_515_English-page-001.jpg
f2ea8589dac003bd8dc02a9187e8a97b	Press Release - 2021.05.27	2021-05-27	Press Release	Press Release	https://www.dgi.gov.lk/images/2021.05.27/Release_No_-_514_English-page-001.jpg
067f6d3f50317e234438214ab398f9df	Press Release - 2021.05.26 - Covid 19 Infection deaths	2021-05-26	Press Release	Covid 19 Infection deaths	https://www.dgi.gov.lk/images/2021.05.26/Press_Release_-_513_English-page-001.jpg
5af4a67056a68c658d111d5ce34fcbcc	Press Release - 2021.05.26 - Covid 19 infection report	2021-05-26	Press Release	Covid 19 infection report	https://www.dgi.gov.lk/images/2021.05.26/Release_No_-_512_English-page-001.jpg
0795003d15819e9e9cda48ec0f188452	Press Release - 2021.05.26	2021-05-26	Press Release	Press Release	https://www.dgi.gov.lk/images/2021.05.26/Press_Release_-_511_English-page-001.jpg
53d90b1d47d37ecea237cafd7097aa6e	Press Release - 2021.05.25 -Covid 19 infection deaths	2021-05-25	Press Release	Covid 19 infection deaths	https://www.dgi.gov.lk/images/2021.05.25/Press_Release_-_510_English-page-001.jpg
6d51f91f27996f5347d1038438e2a8e7	Press Release - 2021.05.25 - Covid 19 infection report	2021-05-25	Press Release	Covid 19 infection report	https://www.dgi.gov.lk/images/2021.05.25/Press_Release_-_509_English-page-001.jpg
35d00ac751973531781e133e7617e1dc	Press Release - 2021.05.25	2021-05-25	Press Release	Press Release	https://www.dgi.gov.lk/images/2021.05.25/Press_Release_-_508_English-page-001.jpg
44e882f3b3befb23eb84b344ae72b053	Press Release - 2021.05.25 - Released from isolation and newly isolated areas	2021-05-25	Press Release	Released from isolation and newly isolated areas	https://www.dgi.gov.lk/images/2021.05.25/Release_No_-_507_English-page-001.jpg
12ce7f5ae5f3900a32ac9b7084a5dca5	Press Release - 2021.05.24 - Covid 19 infection deaths	2021-05-24	Press Release	Covid 19 infection deaths	https://www.dgi.gov.lk/images/2021.05.24/Press_Release_-_506_English-page-001.jpg
11e573eb10faee527604823d67b430e3	Press Release - 2021.05.24 - Covid 19 Infection report	2021-05-24	Press Release	Covid 19 Infection report	https://www.dgi.gov.lk/images/2021.05.24/Press_Release_-_505_English-page-001.jpg
ac62f30b903901888a0aeb441e195f5d	Press Release - 2021.05.24	2021-05-24	Press Release	Press Release	https://www.dgi.gov.lk/images/2021.05.24/Press_Release_-_504_English-page-001.jpg
a58319e87d42aee974f17e827642af16	Press Release - 2021.05.24 - Travel Restrictions Extended until June 07	2021-05-24	Press Release	Travel Restrictions Extended until June 07	https://www.dgi.gov.lk/images/2021.05.24/Release_No_-_503_English-page-001.jpg
6f7218cea8d10576e9139c4d55ff99d7	Press Release - 2021.05.23 - Covid 19 infection deaths	2021-05-23	Press Release	Covid 19 infection deaths	https://www.dgi.gov.lk/images/2021.05.23/Press_Release_-_502_English-page-001.jpg
509ef38ddf1b2399fe711ff27ea82599	Press Release - 2021.05.23 - Covid 19 infection report	2021-05-23	Press Release	Covid 19 infection report	https://www.dgi.gov.lk/images/2021.05.23/Press_Release_-_501_English-page-001.jpg
1d384a7bdfaa1bfd9fcbfbbee9784724	Press Release - 2021.05.23	2021-05-23	Press Release	Press Release	https://www.dgi.gov.lk/images/2021.05.23/Press_Release_-_500_English_-page-001.jpg
ac9eb32ee48b08d546533e94b6671ac4	Press Release - 2021.05.23 - Guidelines to perform Covid 19 RT PCR and Rapid Antigen testing in private Laboratories/Institutions	2021-05-23	Press Release	Guidelines to perform Covid 19 RT PCR and Rapid Antigen testing in private Laboratories/Institutions	https://www.dgi.gov.lk/images/2021.05.23/Media_Release_-_English-page-001.jpg
d039767e55193bac3e5e732d25029a74	Press Release - 2021.05.23 - Relaxing Travel Restrictions only for Essential Purposes	2021-05-23	Press Release	Relaxing Travel Restrictions only for Essential Purposes	https://www.dgi.gov.lk/images/2021.05.23/Release_No_499_English-page-001.jpg
1e5a98f4b196c6ad177420ab5ffdfb7a	Press Release - 2021.05.22 - Covid deaths figures reported between 16th to 22nd May	2021-05-22	Press Release	Covid deaths figures reported between 16th to 22nd May	https://www.dgi.gov.lk/images/2021.05.22/Press_Release_-_498_English-page-001.jpg
9b8846fd46c38aa62249241b6b1524c5	Press Release - 2021.05.22 - Covid 19 Infection report	2021-05-22	Press Release	Covid 19 Infection report	https://www.dgi.gov.lk/images/2021.05.22/Press_Release_-_497_English-page-001.jpg
6dfd6ea3fdf576078c33182ff7e13357	Press Release - 2021.05.22	2021-05-22	Press Release	Press Release	https://www.dgi.gov.lk/images/2021.05.22/Press_Release_-_496_English-page-001.jpg
8ceda0bd924343de70b7fc4cfb689262	Press Release - 2021.05.22 - Guidelines to perform Covid 19 RT PCR and Rapid Antigen testing in private sector laboratories	2021-05-22	Press Release	Guidelines to perform Covid 19 RT PCR and Rapid Antigen testing in private sector laboratories	https://www.dgi.gov.lk/images/2021.05.22/Press_Release_-_495_English-page-001.jpg
89a8bd2151908b8895f1305d26d3553f	Press Release - 2021.05.22 - 44 Covid Deaths Reported between 2nd and 20th May	2021-05-22	Press Release	44 Covid Deaths Reported between 2nd and 20th May	https://www.dgi.gov.lk/images/2021.05.22/Press_Release_-_494_English_-_Detailed_Report-page-001.jpg
708a297c620d721acd71e02cbe461a68	Press Release - 2021.05.21- Covid 19 infection report	2021-05-21	Press Release	Covid 19 infection report	https://www.dgi.gov.lk/images/2021.05.21/Press_Release_-_493_English-page-001.jpg
076c1994d41d4b5ca2efcd091db59259	Press Release - 2021.05.21	2021-05-21	Press Release	Press Release	https://www.dgi.gov.lk/images/2021.05.21/Press_Release_-_492_English-page-001.jpg
164edb33b55e66b420f23d0e0b953dfc	Press Release - 2021.05.21 - Released from isolation and newly isolated areas	2021-05-21	Press Release	Released from isolation and newly isolated areas	https://www.dgi.gov.lk/images/2021.05.21/Press_Release_-_491_English-page-001.jpg
dd6fee36e3ad2ee8292cb27e7272c20c	Press Release - 2021.05.21 - 38 Covid deaths reported yesterday	2021-05-21	Press Release	38 Covid deaths reported yesterday	https://www.dgi.gov.lk/images/2021.05.21/Press_Release_-_490_English-page-001.jpg
7ee2927c0e4ea29b9e5fb30e5429e637	Press Release - 2021.05.20 - Covid 19 infection report	2021-05-20	Press Release	Covid 19 infection report	https://www.dgi.gov.lk/images/2021.05.20/Release_No_-_489_English-page-001.jpg
6e5fa00267c8eb73ad73b9f9a5ee58a7	Press Release - 2021.05.20	2021-05-20	Press Release	Press Release	https://www.dgi.gov.lk/images/2021.05.20/Release_No_-_488_English-page-001.jpg
7054286f7660f542791184f91bc4e216	Press Release - 2021.05.20 - Released from isolation and newly isolated areas	2021-05-20	Press Release	Released from isolation and newly isolated areas	https://www.dgi.gov.lk/images/2021.05.20/Release_No_-_486_English-page-001.jpg
adb19aa63e96f4979a0ff222e7d95ae7	Press Release - 2021.05.19 - Covid 19 infection deaths	2021-05-19	Press Release	Covid 19 infection deaths	https://www.dgi.gov.lk/images/2021.05.19/Press_Release_-_485_English-page-001.jpg
71d747de35f4fb6f113212f461662654	Press Release - 2021.05.19 - Covid 19 infection report	2021-05-19	Press Release	Covid 19 infection report	https://www.dgi.gov.lk/images/2021.05.19/Release_No_-_484_English-page-001.jpg
c7f0529cc3076897982fce50c817ca1c	Press Release - 2021.05.19	2021-05-19	Press Release	Press Release	https://www.dgi.gov.lk/images/2021.05.19/Release_No_-_483_English-page-001.jpg
17629139db6812a818d5de338b4affdd	Press Release - 2021.05.18 - Covid 19 infection deaths	2021-05-18	Press Release	Covid 19 infection deaths	https://www.dgi.gov.lk/images/2021.05.18/Press_Release_-_482_English-page-001.jpg
a64fbe7191bc680bec4d94b7a4cb7d37	Press Release - 2021.05.18 - Covid 19 infection report	2021-05-18	Press Release	Covid 19 infection report	https://www.dgi.gov.lk/images/2021.05.18/Release_No_-_481_English-page-001.jpg
